y (component 1),y (component 2),y (component 3),y (component 4),y (component 5),y (component 6),y (component 7),y (component 8),y (component 9),y (component 10),y (component 11),y (component 12),y (component 13),y (component 14),y (component 15),y (component 16),y (component 17),y (component 18),y (component 19),y (component 20),y (component 21),y (component 22),y (component 23),y (component 24),y (component 25),y (component 26),y (component 27),y (component 28),y (component 29),y (component 30),y (component 31),y (component 32),y (component 33),y (component 34),y (component 35),y (component 36),y (component 37),y (component 38),y (component 39),y (component 40),x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127228242,0.109694733,0.111914631,0.14172703,0.13485309,0.144674738,0.160466349,0.188231572,0.199593322,0.190486726,0.1930942,0.190878378,0.184252146,0.173927842,0.160635281,0.148526077,0.140301113,0.131351252,0.10884111,0.108640636,0.110126465,0.117129187,0.140166316,0.178746427,0.221296103,0.301358144,0.364866339,0.445970996,0.459929537,0.386772298,0.394591124,0.079108562,0.448142545,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124519399,0.107094935,0.109268895,0.138867709,0.131813576,0.141596552,0.15718071,0.184646209,0.195633562,0.186393805,0.189183149,0.18704955,0.180863082,0.170297254,0.157685763,0.145804989,0.137573642,0.129142121,0.106699973,0.106561822,0.108003323,0.11492823,0.137761747,0.176194365,0.218691394,0.298577692,0.362138571,0.444008287,0.455804308,0.387573438,0.394992376,0.078196273,0.446489606,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01074799,0.003102986,0.002645736,0.0240183,0.008611955,0.011389288,0.014096449,0.035431825,0.037992295,0.020575221,0.02246061,0.023198198,0.023271577,0.021216247,0.020760068,0.020181406,0.022692559,0.032952872,0.01373896,0.01373825,0.014585064,0.017511962,0.024346258,0.036137199,0.049593665,0.084910705,0.120894708,0.179369752,0.185546091,0.434395585,0.412085707,0.046526782,0.289320334,0.178571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.009087732,0.001425696,0.000881912,0.022207396,0.006889564,0.009747589,0.012400636,0.033639144,0.036172945,0.01869469,0.020560957,0.021171171,0.021125169,0.018833674,0.018377765,0.017573696,0.020292385,0.030743741,0.011687037,0.011749819,0.012646543,0.015502392,0.021941689,0.033074724,0.046363826,0.080526147,0.115657392,0.173699706,0.178299068,0.432170198,0.412326459,0.047830053,0.297669076,0.178571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.009786788,0.002096612,0.00149925,0.02277926,0.00739615,0.01026062,0.012930578,0.034271855,0.036708048,0.019358407,0.021119678,0.021846847,0.021802982,0.019627865,0.019058423,0.018480726,0.021056077,0.031388071,0.012222321,0.012201735,0.013015785,0.015789474,0.02204188,0.033176807,0.046155449,0.080419207,0.115548282,0.173808745,0.180417429,0.432615275,0.411523955,0.046396455,0.297276853,0.178571429,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.221775603,0.215951023,0.235823265,0.275638582,0.261195542,0.238354197,0.215474298,0.204154803,0.177975171,0.137057522,0.113979216,0.092905405,0.072638952,0.053437713,0.040045377,0.029931973,0.025965525,0.031388071,0.008475332,0.005694143,0.003230869,0.001626794,0.001903617,0.00204165,0.002187956,0.002031868,0.001963993,0.006760441,0.351447175,0.373241944,0.091244683,0.467483383,0.712696812,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.220989165,0.214860785,0.234676779,0.274399543,0.259574468,0.236815104,0.213672496,0.20225667,0.176048801,0.135176991,0.112191306,0.091328829,0.071057388,0.05241661,0.039251276,0.029138322,0.025201833,0.030651694,0.008118476,0.005151844,0.002861627,0.001435407,0.001803427,0.001939567,0.001979579,0.001817987,0.001745772,0.006542362,0.349217322,0.374844223,0.090121178,0.468656327,0.713593321,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.222911569,0.21720899,0.238116236,0.277640107,0.262006079,0.238046378,0.214944356,0.203732996,0.177333048,0.136836283,0.113755727,0.09268018,0.071961139,0.053210801,0.039931934,0.029705215,0.025638228,0.031111929,0.008475332,0.005422993,0.003046248,0.001435407,0.001603046,0.00163332,0.001667014,0.001497166,0.00141844,0.005997165,0.351001204,0.375111269,0.089158174,0.470089926,0.713817448,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448706746,0.417896679,0.419084575,0.508863896,0.577203647,0.602503591,0.615898251,0.611937151,0.591609589,0.560619469,0.537378478,0.511486486,0.485314053,0.464147946,0.441406693,0.418480726,0.393192232,0.34517673,0.317512713,0.314895155,0.310901874,0.322966507,0.367097485,0.445079624,0.533757033,0.678857876,0.771522095,0.850725112,0.740891049,0.360423714,0.308161464,0.157956471,0.615397546,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447046487,0.416303254,0.416527031,0.506957682,0.578115502,0.604453109,0.617806041,0.613518929,0.592144692,0.561393805,0.538048944,0.5125,0.487008586,0.466303608,0.443902439,0.421201814,0.396028802,0.347293814,0.319475422,0.31697397,0.312748085,0.324593301,0.369101292,0.447529604,0.536986872,0.681103625,0.772067649,0.850070876,0.741894483,0.360423714,0.310408474,0.155610583,0.61276405,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446434813,0.416135525,0.417320751,0.505718643,0.574164134,0.599630618,0.612930578,0.60908995,0.589362158,0.558075221,0.534473125,0.509009009,0.483054677,0.462105741,0.438910947,0.416553288,0.391664848,0.343796024,0.315906861,0.313268257,0.309517216,0.321818182,0.366195772,0.443344222,0.53073557,0.672548391,0.76202946,0.839494057,0,0.360512729,0.308482465,0.157565489,0.615061355,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24440755,0.214441463,0.208043037,0.227601982,0.208915907,0.197619536,0.189401166,0.193820521,0.184396404,0.160840708,0.153424964,0.147184685,0.144035246,0.139323803,0.136018151,0.130839002,0.12644556,0.120305596,0.098492283,0.098427332,0.099603065,0.105933014,0.127943092,0.165577787,0.20743905,0.286707304,0.350572831,0.432013957,0.441310262,0.479615453,0.222293556,0.247751857,0.779878971,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241523943,0.211757799,0.20530911,0.224456729,0.205369807,0.193515288,0.184949656,0.189602446,0.180329623,0.156637168,0.149737401,0.143581081,0.140533213,0.136600862,0.133182076,0.127664399,0.12360899,0.117912371,0.096172718,0.096167751,0.097479922,0.103827751,0.125538523,0.16241323,0.203479892,0.281146401,0.343480633,0.423617926,0.436850555,0.481484778,0.2210898,0.250228072,0.781279767,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242572527,0.212596444,0.206367405,0.225409836,0.206484296,0.19454135,0.186327504,0.190762417,0.181292808,0.157853982,0.150631355,0.144481982,0.141323995,0.137281597,0.133862734,0.128231293,0.124045385,0.11828056,0.096618788,0.096619667,0.098033786,0.104497608,0.126139665,0.163536137,0.204521775,0.282750508,0.345444626,0.426780068,0.437965482,0.481039701,0.22100955,0.250097745,0.780831512,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617179308,0.588309292,0.611958727,0.670892108,0.681762918,0.667658527,0.66963434,0.67193926,0.658818493,0.638495575,0.6453235,0.653153153,0.646859467,0.641479464,0.661259217,0.68968254,0.685140738,0.601896171,0.569809974,0.571131598,0.572879166,0.593492823,0.646728785,0.714883626,0.781204418,0.865361993,0.908346972,0.933704067,0.846474602,0.493768916,0.321162026,0.106346931,0.853224632,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625655365,0.592670245,0.61442808,0.67375143,0.685612969,0.67350708,0.676841547,0.680164505,0.668236301,0.649115044,0.656386188,0.663738739,0.657252598,0.652257772,0.671809416,0.698185941,0.691795767,0.607142857,0.575341244,0.577187274,0.579617834,0.600095694,0.653441539,0.721110657,0.786413836,0.8719923,0.915657392,0.939919311,0.851268787,0.491899591,0.322767033,0.102567444,0.852356138,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619276477,0.591244549,0.616456478,0.677182615,0.689463019,0.677303509,0.680657128,0.68385532,0.671982021,0.653318584,0.65951503,0.666779279,0.660415725,0.655434536,0.674645491,0.701473923,0.69528693,0.609536082,0.57703631,0.578723789,0.581464045,0.602392344,0.655345156,0.720906492,0.784330069,0.864399529,0.9066012,0.93152328,0.852829684,0.489407157,0.325415296,0.096963378,0.8519359,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.089916113,0.066588393,0.056265985,0.071387724,0.049949341,0.043607634,0.038261791,0.052620479,0.05083476,0.030641593,0.032070622,0.03490991,0.042815183,0.056954845,0.091775383,0.151360544,0.234235217,0.312592047,0.398162191,0.507501808,0.612941937,0.704688995,0.776976255,0.820232748,0.84382163,0.869211849,0.882378614,0.900010904,0.443428622,0.924158804,0.51584945,0.725270429,0.041463551,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.086682978,0.063653137,0.053179293,0.06814716,0.046605876,0.040324236,0.034658188,0.049035115,0.047196062,0.026659292,0.028159571,0.032094595,0.038861274,0.053210801,0.088712422,0.149206349,0.233144229,0.312407953,0.397716121,0.504609544,0.607310994,0.697990431,0.772066927,0.820538996,0.84892686,0.87937119,0.898636116,0.913749864,0.439303394,0.929321702,0.519701469,0.734393327,0.042276013,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.087119888,0.063317679,0.053091102,0.067861228,0.046301925,0.040016417,0.034552199,0.04871876,0.046875,0.026548673,0.027936082,0.030968468,0.038748305,0.052870433,0.08825865,0.148639456,0.232707833,0.311763623,0.396288697,0.502621114,0.605003231,0.694736842,0.768259693,0.815230706,0.843092311,0.873275585,0.892525914,0.906989423,0.438411453,0.929054656,0.518979215,0.733741692,0.042051885,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.106431318,0.07983898,0.069053708,0.082348456,0.060587639,0.054894316,0.05108638,0.067594643,0.067958048,0.051880531,0.059336239,0.071509009,0.095571622,0.136827774,0.221667612,0.356235828,0.511891774,0.599779087,0.668926755,0.732104121,0.780300932,0.825263158,0.865744915,0.887300939,0.902271307,0.919153032,0.92842335,0.939156035,0.564621148,0.949439202,0.629644491,0.832920631,0.073037485,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10695561,0.080174438,0.069318282,0.082634388,0.060790274,0.054894316,0.050874404,0.067172836,0.067529966,0.051438053,0.058665773,0.070720721,0.094554903,0.135920127,0.220646625,0.35430839,0.508727907,0.595268778,0.663841556,0.726771511,0.775500785,0.821913876,0.864442441,0.888117599,0.905501146,0.923858411,0.935624659,0.946679751,0.563060251,0.948994125,0.626996228,0.830314088,0.072365103,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.011709193,0.003354579,0.001763824,0.021635532,0.004559271,0.005335522,0.005617382,0.024148476,0.024079623,0.003429204,0.003128841,0.002702703,0.002372345,0.001815294,0.004197391,0.009070295,0.017783111,0.034701767,0.020519226,0.024584237,0.029170128,0.035215311,0.046087566,0.061453655,0.07876641,0.120307988,0.160283688,0.222440301,0.148865005,0.537475521,0.376213787,0.124462401,0.996498011,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.011447046,0.003019121,0.00149925,0.021540221,0.004559271,0.005232916,0.005405405,0.023937572,0.023758562,0.003207965,0.002905353,0.00259009,0.002259376,0.001588382,0.003970505,0.008730159,0.017455815,0.034333579,0.019805513,0.023861171,0.028523955,0.034545455,0.045786995,0.061453655,0.079287352,0.121484333,0.161702128,0.223966852,0.147750078,0.53649635,0.375973036,0.123028802,0.995993724,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.011621811,0.003354579,0.002028398,0.021921464,0.004863222,0.005540735,0.005617382,0.024148476,0.023972603,0.003429204,0.003128841,0.002702703,0.002372345,0.001701838,0.004083948,0.008843537,0.017346716,0.034149485,0.019627085,0.023590022,0.028154712,0.034258373,0.045586615,0.061453655,0.079599917,0.122019035,0.163011457,0.2260386,0.148084556,0.535606195,0.374448279,0.121986185,0.99293999,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.016777351,0.008134854,0.006790722,0.027163553,0.010536981,0.011389288,0.011552729,0.029737425,0.029430651,0.008849558,0.008380825,0.007882883,0.007568911,0.007034264,0.009756098,0.015079365,0.024329042,0.040224595,0.025961281,0.030007231,0.034801071,0.041435407,0.053601844,0.070845243,0.090227131,0.134638007,0.176759411,0.241740268,0.170383089,0.534716041,0.374047027,0.120682914,0.991987449,0.166666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119451241,0.107094935,0.112443778,0.14573008,0.141945289,0.153704084,0.170641229,0.201940314,0.22078339,0.225,0.243826126,0.258671171,0.271012201,0.276038121,0.27498582,0.27154195,0.26227362,0.235640648,0.211437238,0.213485177,0.217668236,0.229473684,0.261797415,0.309309922,0.361637841,0.45310662,0.52264048,0.602987679,0.546559336,0.449350187,0.501805634,0.19014727,0.239283913,0.107142857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118664803,0.10625629,0.111561866,0.144776973,0.141033435,0.152883234,0.169687334,0.201307603,0.220141267,0.224446903,0.243043916,0.257432432,0.269091731,0.272520989,0.272490074,0.267687075,0.258236963,0.231958763,0.207868677,0.209779465,0.213975815,0.225741627,0.257990181,0.305532871,0.357782871,0.449363704,0.519039825,0.600043616,0.54421799,0.446679722,0.500521627,0.187931709,0.24239368,0.107142857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125305837,0.112713854,0.118528971,0.152783073,0.149746707,0.162117792,0.179650238,0.211641885,0.231271404,0.236504425,0.255894513,0.271058559,0.283212833,0.286702973,0.286783891,0.28185941,0.271874318,0.243648748,0.219377286,0.221710051,0.226530047,0.239330144,0.273319307,0.323295223,0.378412169,0.473960004,0.546099291,0.626322102,0.557262632,0.447391846,0.502206885,0.190668578,0.241609234,0.107142857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
